volume	page	verdict	certainty	prev_tail	next_head
21	319	join	sure	Natur, daß die Grenze oder Negation	nicht als unmittelbar seyendes, sondern das
21	320	join	sure	seiner Momente ist. Im Potenzenverhältniß aber	ist es in dem Unterschied *als*
21	322	join	sure	zurückzugehen, gehört einem sich unvermögend fühlenden	Denken an, das nun im Gegensatze
21	324	join	sure	die Bestimmung der *Reflexion* in sich;	d. h. die Objectivität, welche den
21	325	join	sure	ist in ihnen zwar ein gemeinsames	Element der Begriffsbestimmung zu erkennen, aber
21	326	join	sure	auf das andere Extrem der Herab-	setzung zur Nichtigkeit reducirt, und damit
21	327	join	sure	des Qualitativen und Quantitativen, so daß	*erstens* *ein* *Quantum* ist, das qualitative
21	328	join	sure	*verschiedenen* *Sphären* *der* *natürlichen* *Realität* angehö-	ren. Die vollständige, abstracte Gültigkeit des
21	330	join	sure	unterschieden von dieser geht es nicht	über sie hinaus, so wie diese
21	331	join	sure	Körpers, erkannt würden. Ohne diesen Sinn	aber hat ein absoluter Maaßstab nur
21	332	join	sure	Aristoteles Erklärung, Weisen, wodurch man ge-	nöthigt wird, das Gegentheil von dem
21	333	join	sure	ist, ist dann in ihrem Ver-	halten zu der Existenz der veränderlichen,
21	334	join	sure	eine Qualität des Etwas, dem die-	selbe Qualität an einem andern Etwas
21	335	join	sure	Quantum als der äusserlichen Beschaffenheit gegenüberge-	treten ist. Dieses hat zu seinem
21	336	join	sure	Temperaturen, womit das Eintreten einer Verän-	derung der specifischen Gestalt sich verbindet.
21	337	join	sure	Qualitäten. Diese Qualitäten sind nach der	Maaßbestimmung im Verhältniß zu einander; diese
21	338	join	sure	hiemit, wie zur Genüge gezeigt wor-	den, die durch ein Potenzenverhältniß bestimmte
21	339	join	sure	auch als in äusserlicher, arithmetischer Pro-	gression fortgehend genommen wird, so fällt
21	340	join	sure	der Momente nicht bestimmte, oder als	Fall d. i. bedingt freye, oder
21	341	join	sure	aus dem Begriffe, zu führen, ein	widersinniges Unternehmen ist. Diese Beweise *setzen*
21	342	new	sure	für sich fliessend unabhängig vom Raume.	Diese Unmittelbarkeit des Qualitativen gegen seine
21	343	join	sure	durch den Begriff specifisch bestimmten Geschwin-	digkeit zukommt. Solche Geschwindigkeit existirt hier
21	344	join	sure	im gebrauchten Beyspiel des Maaßes der	Fallbewegung gleichsam anticipirt und als vorhanden
21	346	join	sure	Beziehen zu vielen Andern überhaupt ist	das Hervorbringen anderer Verhältniße, somit anderer
21	348	join	sure	und da dasselbe Exponent des Maaß-	verhältnißes ist, eine Veränderung des Maaßes
21	349	join	sure	sein gleichgültiges, quantitatives Bestehen, und ver-	hält sich zugleich als specificirendes Moment
21	350	join	sure	Exponenten betrachtet wird, und die beyden	aus dieser Beziehung entstehenden Reihen *unbestimmt*
21	351	join	sure	Reihe der Exponenten für die Glie-	der der ersten Reihe sind. Beyde
21	352	join	sure	Einheit. Die Exponenten, welche zunächst Vergleichungszahlen	unter sich sind, haben in dem
21	353	join	sure	im Systeme jedes andern Grundtons. Die	Harmonien sind ausschliessende Wahlverwandtschaften, deren qualitative
21	354	join	sure	in der Größenbestimmtheit stehen. Ebensosehr ist	aber auch diese andere Seite vorhanden,
21	355	join	sure	wäre, – wie die Beziehung der	magnetischen Pole oder der Elektricitäten, –
21	356	join	sure	Verhältnißzahlen der Mischungen der chemischen Elemen-	te, hier berücksichtigen zu wollen, würde
21	357	join	sure	über diesen Gegenstand zu hören ist.	Derselbe stellt aber in seinem *Lehrbuche*
21	358	join	sure	und sonst auf andere Weise nicht	erhärtet sind. Diß könnte nur durch
21	359	join	sure	angeführt sind. Irrthümlich aber urtheilt Berzelius,	als ob unter der Herrschaft »der
21	360	join	sure	mit Feuer- und Licht-Erscheinungen, identificirt wer-	den, »auf Neutralisation entgegengesetzter Electricitäten« reducirt
21	361	join	sure	so wenig untersucht, daß sich noch	*nichts* *ganz* *Gewisses* hinsichtlich dieser relativen
21	362	join	sure	sondern auch was Wirkung der so-	genannten *Wahlverwandschaft* zu seyn scheine, *nur*
21	363	join	sure	wäre die Aufgabe vorhanden, die Verhältnißexponen-	ten der *Reihe* *der* *specifischen* *Schweren*,
21	365	join	sure	Maaß bestimmt sich von sich abstossend	zu andern nur quantitativ verschiedenen Verhältnissen,
21	366	join	sure	Qualitative derselben; das vorhergehende quantitative Verhältniß,	das dem folgenden unendlich nahe ist,
21	367	join	sure	eine überraschende Uebereinstimmung hervor, die nicht	durch das unmittelbar vorhergehende qualitativ vorbereitet
21	368	new	sure	Sprung aus quantitativer Veränderung in qualitative.	*Es* *gibt* *keinen* *Sprung* *in* *der*
21	369	join	sure	von Etwas in sein Anderes überhaupt	und in sein Entgegengesetztes; dagegen spiegelt
21	370	join	sure	Maaßloses in Rücksicht auf dieses, an	ihm selbst aber ebenso eine für
21	371	join	sure	β) Diese Dieselbigkeit des Substrats ist	darin *gesetzt*, daß die qualitativen Selbstständigkeiten,
21	372	join	sure	bilden, sind für jedes einzelne Glied,	das als einer Seite zugehörig sich
21	375	join	sure	sich die Einheit der beyden Qualitä-	ten; jede der Seiten des Verhältnisses
21	376	join	sure	hat nach dieser Seite den zweyten	Mangel der *quantitativen* Form, daß die
21	377	new	sure	in demselben Verhältnisse zu- oder abnähme.	Aus dem Grunde ihrer *qualitativen* Beziehung
21	378	join	sure	übersehen, auf welche die in dieselbe	gebrachte Theorie führt, nemlich das zu
21	379	join	sure	eine sehr einfache Betrachtung, daß wenn	z. B. wie vorgegeben wird, die
21	380	join	sure	Form der Intensität, das sogenannte Dynami-	sche, ändert nichts, da es selbst
21	381	join	sure	*des* *Bestimmens* und mit *der* *Rücksicht*	auf dasselbe verbunden; sie soll nicht
21	382	join	sure	Specifischen *an* *sich* oder im Absoluten	*dasselbe* *und* *eins* sind, daß ihr
21	383	join	sure	Totalität, so daß sie diese *ein-*	*fache* *Beziehung* *auf* *sich* *nur* ist,
11	242	join	sure	es bleibt ihr nach diesem Wegnehmen	noch gegenüber stehen; denn es ist
11	243	new	sure	und dann sein Fürsichseyn zu geben.	Das Wesen ist *im* *Ganzen* das,
11	246	join	sure	wie auch als unmittelbare Negation, als	Negation, die mit einem Andersseyn behaftet
11	247	join	sure	in sich. Jener Schein und diese	Erscheinung sind *unmittelbar* so mannichfaltig bestimmt.
11	248	join	sure	das Seyn. Die Unmittelbarkeit, welche die	Bestimmtheit am Scheine gegen das Wesen
11	249	join	sure	der Negativität ist, ist das *Wesen*.	Der Schein ist also das Wesen
11	250	join	sure	wird, und das in seine Negation	überginge; noch ist es ein seyendes
11	251	join	sure	*erstlich* Gleichheit mit sich, oder Unmittel-	barkeit; aber *zweytens* ist diese Unmittelbarkeit
11	252	join	sure	voraus, und das Aufheben dieser Voraus-	setzung ist es selbst; umgekehrt ist
11	253	join	sure	die Reflexion in sich, die das	Unmittelbare ist. Das andremal ist sie
11	254	join	sure	Negativen, mit dem Unmittelbaren und dieses	Zusammengehen ist die wesentliche Unmittelbarkeit selbst.
11	255	join	sure	neuern Philosophie war, alles Ueble nachgesagt	und sie mit ihrem Bestimmen als
11	256	join	sure	*ist* *nur* *Gesetztseyn*; diß ist der	Satz des Wesens vom Daseyn. Das
11	257	join	sure	seine Reflexion in anderes in Re-	flexion in sich umgebogen hat. Diese
11	259	join	sure	sollen, und nicht auch die andern	Kategorien, wie alle Bestimmtheiten der Sphäre
11	260	new	sure	Wahrheit und sein Wesen übergegangen sey.	Endlich aber haben die Reflexionsbestimmungen zwar
11	262	join	sure	sein Nichtseyn nicht an einem andern,	sondern an sich selbst hat. Es
11	263	join	sure	*daß* *die* *Wahrheit* *nur* *in* *der*	*Einheit* *der* *Identität* *mit* *der* *Verschiedenheit*
11	264	join	sure	denn die *Erfahrung* enthielt vielmehr die	Identität in Einheit mit der Verschiedenheit,
11	265	join	sure	dem Ausdrucke der Identität auch un-	mittelbar die Verschiedenheit vorkommt; – oder
11	266	new	sure	bestimmt und unterschieden vom Unterschied ist.	1. Dieser Unterschied ist der Unterschied
11	267	new	sure	in sich und sein Moment ist.	3. Der Unterschied hat die beyden
11	268	join	sure	darum keine Qualitäten, weil ihre Be-	stimmtheit durch die Reflexion in sich
11	269	new	sure	ihnen gegenüber stehende Reflexion in sich.	An der sich entfremdeten Reflexion kommen
11	270	join	sure	*selbst*. Jedes ist somit diese Reflexion,	die Gleichheit, daß sie sie selbst
11	271	join	sure	drückt mehr, nemlich die *bestimmte* Verschiedenheit	aus. Zwey Dinge sind nicht bloß
11	272	new	sure	Somit ist sie in *Entgegensetzung* übergegangen.	Das *Zugleich* der beyden Prädicate wird
11	273	join	sure	auch sein anderes Moment enthält; aber	diß sein anderes ist ein gleichgültig
11	274	join	sure	sondern beyde sind negativ gegen einander.	Jedes ist so überhaupt *erstens* *insofern*
11	275	join	sure	Negative an und für sich, das	positiv auf sich selbst beruht. Als
11	276	join	sure	und es einerley ist, welches der	beyden entgegengesetzten verschiedenen als positiv oder
11	277	new	sure	nur Eine Bestimmung und Gesetz derselben.	Ferner aber sind die Entgegengesetzten nicht
11	278	join	sure	beyden Rechnungsarten verhalten, bey dem Begriffe	der entgegengesetzten Größen überhaupt stehen bleiben,
11	280	join	sure	*Nichtseyns*, – zu einem *Gesetztseyn*. –	So ist es der Widerspruch, daß
11	281	new	sure	Stande kommt; sie ist die *Null*.	Der Widerspruch enthält aber nicht bloß
11	282	join	sure	und es eben so sehr auf-	hebt, Gesetztseyn zu seyn, ist der
11	283	join	sure	sich selbst hinzu, welche dadurch hervortritt,	daß die selbstständigen Entgegengesetzten jedes sich
11	284	new	sure	das, was das Positive seyn sollte.	Vornemlich wird der Gegensatz vom Positiven
11	285	join	sure	oder, im positiven Sinne, in ihren	Grund zurückgehen. – Auch die *Wahrheit*
11	286	join	sure	der so hieß: es gibt nicht	etwas, das *zugleich* A *und* NichtA
11	287	join	sure	andre dagegen in die subjective Reflexion	geschoben, die durch ihre Beziehung und
11	288	new	sure	andere oder in Nichts auflösen läßt.	Wenn in der Bewegung, dem Triebe
11	289	new	sure	Pulsation der Selbstbewegung und Lebendigkeit ist.	Es ist schon über den *ontologischen*
11	290	join	sure	an sich selbst in seinen Grund	zurück, worin es sich aufhebt, –
11	292	join	sure	Identität des Wesens, welche die Reflexions-	bestimmung *an* *sich* *ist*; – anderntheils
11	295	join	sure	Bestimmungen wesentliche Selbstständigkeit haben; denn diese	ist im Grunde zu Grunde gegangen,
11	296	join	sure	ist selbst wesentlich als bestimmtes; somit	ist es auch wieder das Moment
11	297	new	sure	oder Negirtseyn mit sich identische Wesen.	Diese Unterschiede, der Form und des
11	298	join	sure	sich nur als Materie setzt, inso-	fern sie sich selbst aufhebt, somit
11	299	join	sure	wesentlichen Unterschied oder Negativität, als die	bestimmende Form. Jene Einheit des Wesens
11	300	join	sure	verschlossen in sich enthält. Die Materie	ist derselbe Widerspruch an sich, welchen
11	301	new	sure	und durch die Negation seiner selbst.	Die formirte Materie oder die Bestehen
11	302	new	sure	der *Grund* umgekehrt hat einen *Inhalt*.	Der Inhalt des Grundes ist also
11	303	join	sure	jener gleichgültigen Grundlage ist die *unmittel-*	*bare* *Bestimmtheit* derselben, wodurch der Grund
11	304	new	sure	in sich reflectirten Daseyns, der Wesentlichkeit.	Insofern nun im bestimmten Grunde Grund
11	305	join	sure	sich eine anziehende Kraft befinde, die	ihn dahin treibe, so gilt diese
11	306	join	sure	Gründen angefangen, sie werden als Principien	und erste Begriffe in die Luft
11	307	join	sure	Begründetes, Phänomene und Phantome in unaus-	geschiedener Gesellschaft durch einander laufen und
11	308	join	sure	dem Andern als in seinem Gesetztseyn	in sich reflectirte; der Inhalt also,
11	309	join	sure	der Grund und welcher das durch	ihn Gesetzte sey; in dem beyderseitigen
11	310	join	sure	das in den allgemeinen Unterschieden, welche	Gesetze sind, bestimmte, mit sich identische
11	311	join	sure	in einem Dritten verbunden ist; die	Form, als das Wesentliche und als
11	312	join	sure	die andern besondern Seiten wieder besondere	haben, und wovon keiner die Sache,
11	313	join	sure	sie und macht ihre nicht reflectirte,	sondern nur unmittelbare Beziehung aus, welche
11	314	join	sure	desselben ist die Wiederherstellung seiner Identität	mit sich. Aber indem diese dadurch
11	315	join	sure	Grund sich als auf seine wesent-	liche Voraussetzung bezieht, ist die *Bedingung*;
11	316	join	sure	voraus, aber als entäussertes oder aufgehobenes	Setzen; das was es hingegen seiner
11	317	join	sure	Reflexion in sich ausmacht. Beyde Seiten	der Form sind dem unmittelbaren Daseyn
11	318	join	sure	Denn der eigenthümliche Inhalt der Bedingung	ist nur wesentlicher Inhalt, insofern er
11	319	join	sure	ist. Umgekehrt, weil sie die Totalität	*voraussetzen*, so scheint diese auch wieder
11	320	join	sure	ist die Bestimmtheit der Unmittelbarkeit, in	welche die Formeinheit versenkt ist. Diese
11	321	join	sure	*Bedingungen* *einerseits* und andererseits durch ihren	Grund gesetzt zu werden, ist nur
11	322	join	sure	ein Verschiedenes vom Begründeten zurük, sondern	die Wahrheit des Begründens ist, daß
11	324	new	sure	reflectirte, *an* *sich* *seyende* *Welt* gegenüber.	Aber das erscheinende und das wesentliche
11	325	join	sure	etwas in den Context der gesammten	Erfahrung, d. h. in die Bestimmung
11	326	join	sure	unbeweisbares, und das Wissen von ihr	als ein *nur* unmittelbares Bewußtseyn, als
11	328	new	sure	aber die unwesentliche Existenz des Dinges.	Das *Ding* *an* *sich*, als das
11	329	join	sure	Dinge-an-sich vorhanden, die in der Be-	ziehung der äusserlichen Reflexion aufeinander stehen.
11	331	join	sure	in seinem Gesetztseyn; aber zugleich als	*bedingter* Grund; das heißt, sein Gesetztseyn
11	332	join	sure	unmittelbar das Bewußtseyn der Freyheit, nach	welchem Ich mich vielmehr als das
11	333	join	sure	der Dinge-an-sich, die als Extreme gleichgültig	gegen diese ihre Beziehung bleiben sollten,
11	334	join	sure	geschehen, aber mit umgekehrtem Werthe, so	daß wenn jenem Abstrahiren das abstracte
11	335	join	sure	sich der Unterschied der Dinge *auf-*	*gehoben* hat; die Continuität der Eigenschaft
11	336	join	sure	gleichgültig sind. Diese Beziehung ist daher	nur eine unwesentliche Verknüpfung derselben, und
11	337	join	sure	*Form* dieses Inhalts, der nicht als	solcher in sich reflectirt ist, sondern
11	338	join	sure	deren *Bestehen* das *Ding* ist. Anderer-	seits aber werden diese verschiedenen Bestimmungen
11	339	join	sure	das Verschwindende zum *Unbemerkbaren*, der Wider-	spruch zu einer Verwirrung herabgesetzt, und
11	340	join	sure	Menschen überhaupt aus Seele und Leib	*bestehen* läßt, deren jedes als ein
11	342	join	sure	ist es nunmehr *realer* Schein, indem	die Momente des Scheins Existenz haben.
11	343	join	sure	zu seinem Grunde, welches selbst nur	diß ist, in ein anderes reflectirt
11	344	join	sure	Reflexion desselben in sich, ist die	*Identität* ihres beyderseitigen Bestehens, daß *das*
11	345	join	sure	unterschieden. Aber die Reflexion der Er-	scheinung, wodurch dieser Unterschied ist, ist
11	346	join	sure	enthalten, sondern durch ein anderes bestimmt	sind. – *Zweytens* das was die
11	347	join	sure	Form sind, als solche in ihr	Anderes übergehen, und an ihnen selbst
11	348	join	sure	in sich ist, so verhalten sich	seine Seiten nicht nur als verschiedene,
11	349	join	sure	so wie umgekehrt diese reflectirte Selbstständigkeit	nunmehr die Form an ihr selbst
11	350	join	sure	mannichfaltigen andern Inhalt als jenes Reich,	weil ihr noch das negative Moment
11	352	join	sure	Erscheinens. Sie sind beyde die selbstständigen	Ganzen der Existenz; die eine sollte
11	354	join	sure	welche jedes relative an ihm selbst	ist, ist erst ein inneres; die
11	355	join	sure	die *unmittelbare* Selbstständigkeit; und ihr Bestehen	ist wesentlich eben so sehr als
11	356	join	sure	ganze Verhältniß. Sie sind die unmittelbare	Selbstständigkeit *gegen* die reflectirte, und bestehen
11	357	join	sure	Einheit aus, und sind das verschiedene	Mannichfaltige. Das Ganze ist ihnen nicht
11	358	join	sure	eben so sehr nur als aufgehobene;	ihre Selbstständigkeit ist ein erstes, aber
11	359	join	sure	Aber indem es nun nicht Theil	ist, so ist es Ganzes, denn
11	360	join	sure	nur ist, als von derselben getragen	und gesetzt. *Zweytens* ist diß Uebergehen
11	361	join	sure	die Negation als Bestimmtheit, sondern negative,	sich in sich reflectirende Einheit. Das
11	363	join	sure	den beyden in Wechselbeziehung stehenden Kräften	vorhanden, welche die sollicitirende oder die
11	364	join	sure	unmittelbar auch die in sich zurükkehrende	Reflexion, und die Thätigkeit ist wesentlich
11	365	join	sure	Uebergehen, sondern theils ist die Unmittel-	barkeit, von der angefangen und ins
11	366	join	sure	der Form ist überhaupt die Seite	der *Bestimmtheit*. Was nach derselben gesetzt
11	367	join	sure	einen dieser Bestimmungen in die andere	ist, fehlt auch diejenige Grundlage, welche
11	368	join	sure	Natur. Oder die Natur ist *nur*	der innere, nicht als Geist wirkliche
11	371	join	sure	Das Absolute selbst ist die absolute	Einheit beyder; es ist dasjenige, was
11	372	join	sure	zufälliger aufgerafft, noch durch eine ihm	äussere Reflexion in den Abgrund des
11	373	new	sure	einer Bestimmtheit, oder es ist *Attribut*.	Aber das Absolute ist nicht nur
11	374	join	sure	oder das Attribut hat das Absolute	zu seinem Inhalt und Bestehen; seine
11	375	join	sure	gesetzt; es ist nur, was es	*ist*, nemlich Identität mit sich, als
11	377	new	sure	das Absolute ist wesentlich *sein* *Resultat*.	Nach der Definition des Absoluten *tritt*
11	378	join	sure	in sich erkannt. – Die spinozistische	Auslegung des Absoluten ist daher insofern
11	379	join	sure	ist, gesetzt wird. Ferner da Begrenzte	nur sind, als sich auf andere
11	381	join	sure	sind, ist nun die *Wirklichkeit*. Das	Wirkliche ist darum *Manifestation*, es wird
11	382	new	sure	*Möglichkeit*. *Was* *wirklich* *ist*, *ist* *möglich*.	2. Diese Möglichkeit ist die in
11	383	join	sure	als nur ein *gesetztes*; oder eben	so sehr als *nicht* *an* *sich*
11	384	join	sure	nur als möglich bestimmt, dessen Anderes	oder Gegentheil eben so sehr ist.
11	385	join	sure	Gesetztseyn dieses Grundes und die Re-	flexion desselben in sich; die Möglichkeit
11	386	join	sure	kund *durch* *das*, *was* *es* *hervor-*	*bringt*. Sein Verhalten zu anderem ist
11	387	new	sure	und in sich zurükgehen zu sollen.	Was real möglich ist, ist also
11	388	join	sure	nemlich als das *Ansichseyn* eines andern.	Und indem umgekehrt dadurch zugleich ihr
11	389	join	sure	die in sich *zurükkehrende* *Bewegung* ist	noch getrennt; – oder *die* *Nothwendigkeit*
11	390	join	sure	Möglichkeit, eben so sehr als Möglichkeit	wie als Wirklichkeit bestimmt zu werden.
11	391	join	sure	gegen sie *gleichgültig*, somit die Formbestimmung	des *Ansichseyns* gegen das *Gesetztseyn*, und
11	392	join	sure	an sich nothwendigen Wirklichkeiten. Dieses Wesen	ist das *Lichtscheue*, weil an diesen
11	395	join	sure	selbst, oder ist jenes Scheinen; das	Anfangen von sich selbst ist erst
11	396	join	sure	und Gegenwart der Substanz in den	Accidenzen willen ist noch kein *realer*
11	398	join	sure	als Macht sich selbst bestimmt; aber	ist zugleich Ursache, weil sie diese
11	399	new	sure	nur unmittelbar wirkliche, eine *zufällige* Causalität.	Ferner der Inhalt so als bestimmtes,
11	400	join	sure	und deren sie zum Gemählde ver-	bindende Form; dieser, als eine Bewegung
11	401	join	sure	der Charakter des Lebendigen überhaupt, vielmehr	nicht ein *anderes* *ursprüngliches* *in* *sich*
11	402	new	sure	Bestehen als Formeinheit, oder als Verhältniß.	Aber dieses Ding ist nicht nur
11	403	join	sure	*unendlichen* *Regreß* von Ursachen zu Ur-	sachen aus. – Es wird von
11	404	new	sure	und so fort in das Schlecht-Unendliche.	3. Es ist nun zu sehen,
11	405	join	sure	Accidentalität als selbst *substantielle* *Thätigkeit* gegenüber	steht. – Es ist die *passive*
11	406	join	sure	ihrer Wahrheit nemlich eine Wirklichkeit, welche	nur eine Möglichkeit ist, oder umgekehrt
11	407	join	sure	Substanz, welche deren Wirkung aufhebt. –	In der *bestimmten* *Causalität* wird die
11	408	join	sure	es bedarf bloß noch eines äussern	Zusammenfassens dessen, was bereits sowohl *an*
11	409	join	sure	*Ursache*, in Schein oder bloßes *Gesetztseyn*,	umgekehrt des Gesetztseyns in Ursprünglichkeit; aber
12	6	join	sure	doch lächelnd des Ernstes Sache verdammet.	Jene Frage schließt dann den Sinn,
12	12	join	sure	*Werden* dargestellt wird. Aber sein *Werden*	hat, wie das Werden überall, die
12	13	join	sure	vorher das *Voraussetzen* war, daß a)	der Macht auch der *Schein* der
12	14	join	sure	ist hiemit die sich wieder aufhebende	Erscheinung; die Offenbarung des *Scheins* der
12	15	join	sure	auf sie gegründeten Bedürfnissen und Foderungen	ausgeht. Insofern ist gesagt worden, daß
12	16	join	sure	aufgehoben, oder als *Gesetztseyn* ist, und	diß Gesetztseyn als sich auf sich
12	17	join	sure	zur Gewohnheit geworden, und zum Theil	noch gegenwärtig ist, auf den *Begriff*
12	18	join	sure	das *Wesen* *des* *Begriffs* ausmacht, als	die *ursprünglich-synthetische* *Einheit* der *Apperception*, als
12	19	join	sure	nichts anderes, als die Natur des	Selbstbewußtseyns; hat keine andere Momente oder
12	20	join	sure	daß jene Gestalten von *Anschauung*, *Vorstel-*	*lung* und dergleichen dem *selbstbewußten* *Geiste*
12	21	join	sure	er sich gibt, darf nicht als	ein äusserliches aufgenommen, sondern muß nach
12	22	join	sure	von dem in der *natürlichen* Entwick-	lung oder in der *Geschichte* des
12	23	join	sure	*nur* Bestimmungen seyen, die vom Selbstbewußt-	seyn herkommen. Auch gehört hieher, daß
12	24	join	sure	gegebenen Gegenstand sich aneignet, dieser dadurch	eine Veränderung erleidet, und aus einem
12	25	join	sure	der Begriff in seiner formellen Abstraction	sich als unvollendet zeigt, und durch
12	26	join	sure	als gewöhnlich die logische Form ge-	nommen wird. Sie ist schon *für*
12	27	join	sure	aber aus dem entgegengesetzten Grunde; darum	nemlich nicht, weil er um seiner
12	28	join	sure	Einzelne ist, als den Gegenstand genommen,	so stimmt das eine mit dem
12	30	join	sure	Er ist *zuerst* überhaupt ein *Un-*	*mittelbares*, und in dieser Gestalt haben
12	34	join	sure	und Einzelnen entgegengesetzte Allgemeine ist, ist	erst bey dem bestimmten Begriffe zu
12	35	join	sure	die Substanz als solche ein *zufälliges*	war, die eigne *Vermittlung* des Begriffes
12	36	join	sure	*anderes*; das Allgemeine, hat hienach eine	*Besonderheit*, welche ihre Auflösung in einem
12	37	join	sure	Endlichen, das sich früher als sein	Fürsich-seyn, auch als Dingheit, als Substanz
12	38	join	sure	aber es ist dessen Unterschied oder	Beziehung auf ein *Anderes*, sein *Scheinen*
12	39	new	sure	ist, wie jeder Begriff, ein *einfacher*.	In Absicht auf Vollständigkeit hat sich
12	40	join	sure	selbst, diese ist insofern auch die	*abstracte*; und die Bestimmtheit des Begriffs,
12	41	join	sure	ist die Unbestimmtheit, weil sie dem	*Bestimmten* *gegenüber* stehen soll. Indem man
12	42	join	sure	das Allgemeine, das an dessen Stelle	träte und erschiene. Am wenigsten aber
12	43	join	sure	Wenn der Begriff als vernunftlos betrachtet	wird, so muß es vielmehr als
12	44	join	sure	thun, was sie als Regel vorschreibt,	daß die Begriffe abgeleitet und die
12	45	new	sure	als solcher, sondern die *Idee* ist.	Wenn das *Merkmahl* des deutlichen Begriffs
12	46	join	sure	des Begriffs darum zu thun wäre,	anzugeben, was es für *bestimmte* Begriffe
12	47	join	sure	entgegengesetzter Bestimmungen, macht die ganze Be-	trachtung, was in ihnen *einstimmig* *sey*
12	48	join	sure	Allgemeine heißt *weiter* als das Be-	sondere und Einzelne, und das Besondere
12	50	join	sure	untrennbar, daß auch diese Producte der	Abstraction, indem sie die Einzelnheit weglassen
12	51	join	sure	Begriffsbestimmungen, *gesetzt*; denn als Negation der	Negation enthält sie den Gegensatz derselben
12	52	join	sure	auf anderes Eins, welche dem qualitativen	Für-sichseyn zukommt. *Dieses* ist als das
12	54	new	sure	Bestimmtere und das Allgemeinere einander gegenüberstehen.	Es ist daher passend und Bedürfniß,
12	55	join	sure	Seiten überhaupt Totalitäten, welche zunächst als	wesentlich selbstständig sind. Die Einheit des
12	56	join	sure	der Umstände, die Zeit des Todes	oder das Alter jenes Philosophen in
12	57	join	sure	vielmehr als dessen Reflexion in-sich-selbst, welche	über jene Unmittelbarkeit hinausgeht und die
12	58	join	sure	Copula drückt aus, daß das *Sub-*	*ject* *das* *Prädicat* ist. Das Subject
12	59	join	sure	der Copula, schon *gesetzt* als jene	bestimmte und erfüllte *Einheit* des Subjects
12	60	join	sure	das Einzelne in seine Allgemeinheit er-	hoben, oder was dasselbe ist das
12	61	join	sure	übergegangen ist. – Wie die beyden	Begriffsbestimmungen bestimmt sind, so ist es
12	62	join	sure	nach dem Seyn als ein Etwas	*von* *vielen* *Qualitäten*; – oder als
12	63	join	sure	auf sich ausgedrückt, die Beziehung der-	selben auf einander aber aufgelöst, und
12	64	join	sure	Urtheil nach seiner Beziehung beydes ist:	Selbstständigkeit der Bezogenen, und ihre Wechselbestimmung,
12	65	join	sure	leere Identität, ausser welcher die Inhaltsbestimmung	läge. Das positive Urtheil hat alsdenn
12	66	join	sure	Bestimmung ist aber nicht nur als	Moment des Extrems zu nehmen, sondern
12	67	join	sure	Anschauung und Vorstellung als Beyspiel gebraucht,	und die Bestimmungen des *Seyns* und
12	68	join	sure	die noch gebliebene *Bestimmung* des Prä-	dicats ist eben so sehr *Beziehung*.
12	69	join	sure	selbst. Hiemit ist also die *Herstellung*	der concreten Totalität des Subjects geschehen,
12	70	join	sure	nicht roth, gelb u.s.f. nicht sauer,	nicht kalisch u.s.f. die Rose ist
12	72	join	sure	aufgehobene Unmittelbarkeit, nicht bloß die aufgehobene	Qualität, also nicht bloß *Quantität*; diese
12	73	join	sure	*ein* *Dieses* *ist* *ein* *Allgemeines* *der*	Reflexion; ein solches *Ansich* hat eine
12	74	join	sure	– diejenige Allgemeinheit, welche das Resultat	des Reflexionsurtheils ist, *anticipirt*; wie auch
12	75	join	sure	*Pantonomium*, in denen die *Methode* oder	*Regel* nur die Abhängigkeit Eines Gliedes
12	76	join	sure	die Einzelnen zugleich zur Allgemeinheit der	Gattung erweitert sind; umgekehrt ist die
12	77	new	sure	das Urtheil sich insofern zunächst aufgehoben.	Diese Aufhebung des Urtheils fällt mit
12	78	join	sure	Art ist Art nur, insofern sie	einerseits in Einzelnen existirt, andererseits in
12	80	join	sure	insofern mehr die Gestalt eines Satzes;	wie das particuläre Urtheil von unbestimmtem
12	81	join	sure	Subject ist daher *sowohl* *B* *als*	C; dieses *sowohl* *als* bezeichnet die
12	82	join	sure	des Subjects und Prädicats nach der	negativen Einheit ist die Gattung im
12	83	join	sure	die positive ebensosehr wie die negative	Totalität der Besondern ist, so ist
12	85	join	sure	weiter zur Totalität auszubilden, indem die	Momente, die es enthält, darin zunächst
12	86	join	sure	ist, wird daher wohl niemand meynen,	daß es nur im *subjectiven* *Bewußtseyn*
12	87	join	sure	*Zufälligkeit* als *Moment* aus; die *Sub-*	*jectivität* *der* *Sache*, ihrer objectiven Natur
12	88	join	sure	*ganzen* *Subject* ein Prädicat des Begriffs-Urtheils	zukommt oder nicht, d. i. ob
12	89	join	sure	selbst. – So ist die con-	crete Identität des Begriffs, welche das
12	91	join	sure	so beschäftigt, daß sie vergißt, die	Vernunft selbst zu erkennen, und sie
12	92	new	sure	sondern diese an ihr *gesetzt* enthält.	Durch diese seine Dialektik macht er
12	94	join	sure	gegeneinander der Schluß beruht, so zeigt	sich sogleich, daß andere Verhältnisse der
12	95	join	sure	und einen davon verschiedenen Schlußsatz trennt:	Alle Menschen sind sterblich,
12	96	join	sure	Menge von Bestimmtheiten, welche zu seiner	Besonderheit gehören, deren jede daher einen
